country,year,iso_code,population,gdp,biofuel_cons_per_capita,biofuel_consumption,biofuel_electricity,biofuel_share_energy,electricity_generation,energy_per_capita,oil_consumption,renewables_share_energy
Libya,2008,LBY,6235433.0,153726726038.0,0.0,0.0,0.0,,28.67,35030.727,,
Libya,2009,LBY,6366689.0,165559661154.0,0.0,0.0,0.0,,30.38,39264.84,,
Libya,2010,LBY,6497837.0,187528533215.0,0.0,0.0,0.0,,32.56,40569.051,,
Libya,2011,LBY,6343210.0,79210078190.0,0.0,0.0,0.0,,26.01,27274.67,,
Libya,2012,LBY,6179327.0,147985814988.0,0.0,0.0,0.0,,34.29,34885.809,,
Libya,2013,LBY,6304636.0,121351322417.0,0.0,0.0,0.0,,37.93,36775.57,,
Libya,2014,LBY,6427260.0,93388346336.0,0.0,0.0,0.0,,37.73,35231.008,,
Libya,2015,LBY,6531825.0,92601079752.0,0.0,0.0,0.0,,37.51,27587.34,,
Libya,2016,LBY,6632130.0,91220396354.0,0.0,0.0,0.0,,31.42,26594.119,,
Libya,2017,LBY,6738771.0,120859728232.0,0.0,0.0,0.0,,33.28,41165.113,,
Libya,2018,LBY,6849058.0,130457185445.0,0.0,0.0,0.0,,34.18,38450.117,,
Libya,2019,LBY,6951040.0,115851209708.0,0.0,0.0,0.0,,34.63,32330.232,,
Libya,2020,LBY,7045403.0,81726075633.0,0.0,0.0,0.0,,29.5,25440.334,,
Libya,2021,LBY,7135179.0,104883157614.0,0.0,0.0,0.0,,34.79,28791.734,,
Libya,2022,LBY,7223804.0,91444480945.0,0.0,0.0,0.0,,35.11,30359.734,,
Libya,2023,LBY,7305659.0,,0.0,0.0,0.0,,33.75,29554.363,,
Libya,2024,LBY,7381029.0,,0.0,0.0,0.0,,34.59,,,
Lithuania,2000,LTU,3500410.0,36684799266.0,0.0,0.0,0.0,0.0,11.13,22425.547,28.525,1.209
Lithuania,2001,LTU,3473008.0,39077069410.0,0.0,0.0,0.0,0.0,14.36,26014.41,31.414,1.01
Lithuania,2002,LTU,3444051.0,41716677051.0,0.0,0.0,0.0,0.0,17.29,28448.023,30.509,1.01
Lithuania,2003,LTU,3415276.0,46106059871.0,0.0,0.0,0.01,0.0,18.82,29933.268,28.764,0.896
Lithuania,2004,LTU,3376703.0,49123583277.0,3.044,0.01,0.01,0.01,18.75,30611.701,31.089,1.144
Lithuania,2005,LTU,3322264.0,52913078254.0,11.522,0.038,0.01,0.041,14.42,28395.758,33.621,1.363
Lithuania,2006,LTU,3269809.0,56827410871.0,68.506,0.224,0.02,0.251,12.07,27434.281,33.146,1.571
Lithuania,2007,LTU,3231378.0,63122228308.0,190.957,0.617,0.05,0.627,13.46,30665.432,33.596,2.221
Lithuania,2008,LTU,3198482.0,64776249050.0,222.953,0.713,0.07,0.734,13.33,30585.244,36.063,2.403
Lithuania,2009,LTU,3163255.0,55174536683.0,189.134,0.598,0.1,0.67,14.64,28460.291,31.065,2.737
Lithuania,2010,LTU,3097721.0,56073777524.0,167.847,0.52,0.15,0.787,5.0,21369.939,31.699,4.494
Lithuania,2011,LTU,3028642.0,59460372771.0,172.611,0.523,0.16,0.763,4.25,22682.41,30.631,5.089
Lithuania,2012,LTU,2988334.0,61745948022.0,235.304,0.703,0.22,1.027,4.5,22966.498,30.995,5.654
Lithuania,2013,LTU,2958359.0,63937849304.0,226.665,0.671,0.36,1.061,4.19,21436.043,30.121,7.556
Lithuania,2014,LTU,2933171.0,66199372603.0,250.601,0.735,0.4,1.205,3.69,20866.352,29.522,7.885
Lithuania,2015,LTU,2905771.0,67539660018.0,271.873,0.79,0.45,1.237,4.23,22063.779,32.417,8.308
Lithuania,2016,LTU,2869109.0,69240911932.0,230.133,0.66,0.44,1.009,3.63,22908.295,35.662,9.468
Lithuania,2017,LTU,2829317.0,72206131673.0,294.5,0.833,0.5,1.211,3.56,24440.611,36.703,10.892
Lithuania,2018,LTU,2802485.0,75089601435.0,322.662,0.904,0.54,1.28,2.92,25323.756,39.088,9.533
Lithuania,2019,LTU,2795057.0,78562641002.0,312.325,0.873,0.53,1.243,3.34,25257.848,39.039,10.436
Lithuania,2020,LTU,2795766.0,78545278418.0,427.444,1.195,0.59,1.709,4.7,25143.193,36.594,11.356
Lithuania,2021,LTU,2794490.0,83242845981.0,527.196,1.473,0.69,2.11,4.3,25102.789,36.981,12.011
Lithuania,2022,LTU,2816923.0,84814257826.0,493.624,1.391,0.71,2.15,4.04,23098.156,37.157,14.382
Lithuania,2023,LTU,2854104.0,,480.6,1.372,0.76,2.019,5.3,24025.424,38.186,18.719
Lithuania,2024,LTU,2859112.0,,578.792,1.655,0.98,2.282,7.39,25660.391,37.4,23.414
Luxembourg,2000,LUX,436142.0,21937467256.0,0.0,0.0,0.02,0.0,0.4,85302.953,27.611,1.296
Luxembourg,2001,LUX,441754.0,22387796714.0,0.0,0.0,0.03,0.0,0.87,90246.359,29.311,1.186
Luxembourg,2002,LUX,446392.0,23160273686.0,0.0,0.0,0.03,0.0,2.8,97632.016,29.869,0.975
Luxembourg,2003,LUX,451845.0,23454191347.0,0.0,0.0,0.03,0.0,2.79,101149.508,32.067,0.872
Luxembourg,2004,LUX,458305.0,24195538088.0,0.0,0.0,0.04,0.0,3.37,112981.047,36.371,1.057
Luxembourg,2005,LUX,465369.0,24872864640.0,0.0,0.0,0.05,0.0,3.35,112927.523,37.357,1.108
Luxembourg,2006,LUX,472869.0,26045643731.0,0.0,0.0,0.06,0.0,3.54,109177.461,35.522,1.321
Luxembourg,2007,LUX,480277.0,28135947926.0,1064.765,0.511,0.06,1.021,3.19,104368.211,34.575,2.484
Luxembourg,2008,LUX,488995.0,27660465282.0,1034.883,0.506,0.07,1.018,2.72,101761.266,34.849,2.585
Luxembourg,2009,LUX,498196.0,26344603078.0,948.958,0.473,0.08,0.994,3.15,95530.586,32.625,2.554
Luxembourg,2010,LUX,507418.0,27526699944.0,934.166,0.474,0.08,0.947,3.24,98766.18,34.167,2.428
Luxembourg,2011,LUX,518583.0,28143126706.0,1019.671,0.529,0.09,1.084,2.64,94143.305,34.89,2.491
Luxembourg,2012,LUX,530951.0,28607408843.0,1026.405,0.545,0.09,1.137,2.76,90315.195,33.673,2.902
Luxembourg,2013,LUX,543358.0,29514812514.0,1142.169,0.621,0.09,1.36,1.84,84092.562,33.112,3.551
Luxembourg,2014,LUX,556285.0,30289014849.0,1433.007,0.797,0.12,1.803,1.91,79589.086,31.917,4.242
Luxembourg,2015,LUX,569540.0,30976491415.0,1653.697,0.942,0.13,2.192,1.34,75560.039,31.355,4.903
Luxembourg,2016,LUX,583511.0,32518554202.0,1733.085,1.011,0.14,2.385,0.79,72765.094,31.313,5.297
Luxembourg,2017,LUX,596506.0,32946911821.0,2148.087,1.281,0.17,2.894,0.9,74357.836,32.776,6.526
Luxembourg,2018,LUX,608109.0,33348602359.0,2284.753,1.389,0.22,2.998,0.96,76353.008,34.679,6.964
Luxembourg,2019,LUX,620167.0,34122291521.0,2401.195,1.489,0.28,3.156,1.07,76250.828,35.057,7.718
Luxembourg,2020,LUX,630597.0,33850190319.0,2587.708,1.632,0.37,4.037,1.22,64289.547,28.462,10.605
Luxembourg,2021,LUX,640276.0,35577396523.0,2472.751,1.583,0.39,3.674,1.23,67493.578,30.57,9.928
Luxembourg,2022,LUX,653315.0,36128358732.0,2270.485,1.483,0.39,3.833,1.21,59423.344,27.839,11.035
Luxembourg,2023,LUX,665101.0,,2157.829,1.435,0.38,3.824,1.41,56679.461,26.817,12.572
Luxembourg,2024,LUX,673042.0,,2260.499,1.521,0.44,3.847,1.51,59047.879,27.646,14.278
Madagascar,2000,MDG,16516336.0,19457200304.0,0.0,0.0,0.01,,0.86,516.682,,
Madagascar,2001,MDG,17032933.0,20850416898.0,0.0,0.0,0.01,,0.88,490.901,,
Madagascar,2002,MDG,17549915.0,18473840634.0,0.0,0.0,0.01,,0.86,355.058,,
Madagascar,2003,MDG,18071860.0,20509701124.0,0.0,0.0,0.01,,0.96,450.4,,
Madagascar,2004,MDG,18606606.0,21834931987.0,0.0,0.0,0.01,,1.05,479.493,,
Madagascar,2005,MDG,19159711.0,23129761607.0,0.0,0.0,0.01,,1.06,448.104,,
Madagascar,2006,MDG,19730916.0,24652234312.0,0.0,0.0,0.01,,1.07,429.445,,
Madagascar,2007,MDG,20318590.0,26539188296.0,0.0,0.0,0.01,,1.12,441.541,,
Madagascar,2008,MDG,20923842.0,28762450059.0,0.0,0.0,0.01,,1.18,460.266,,
Madagascar,2009,MDG,21547277.0,27725052410.0,0.0,0.0,0.01,,1.19,384.633,,
Madagascar,2010,MDG,22183343.0,28122419419.0,0.0,0.0,0.01,,1.3,400.652,,
Madagascar,2011,MDG,22822305.0,28843634595.0,0.0,0.0,0.02,,1.47,445.294,,
Madagascar,2012,MDG,23462444.0,29712119552.0,0.0,0.0,0.02,,1.56,518.102,,
Madagascar,2013,MDG,24109290.0,30395500923.0,0.0,0.0,0.02,,1.65,526.938,,
Madagascar,2014,MDG,24764356.0,31410405446.0,0.0,0.0,0.02,,1.72,556.573,,
Madagascar,2015,MDG,25426703.0,32394175176.0,0.0,0.0,0.02,,1.79,597.421,,
Madagascar,2016,MDG,26099950.0,33687674194.0,0.0,0.0,0.02,,1.9,616.708,,
Madagascar,2017,MDG,26788379.0,35012614968.0,0.0,0.0,0.03,,1.98,552.947,,
Madagascar,2018,MDG,27494930.0,36130917975.0,0.0,0.0,0.03,,2.38,462.902,,
Madagascar,2019,MDG,28219559.0,37724649896.0,0.0,0.0,0.02,,2.47,551.201,,
Madagascar,2020,MDG,28953560.0,35031864099.0,0.0,0.0,0.02,,2.16,409.262,,
Madagascar,2021,MDG,29691087.0,37042695870.0,0.0,0.0,0.03,,2.53,527.316,,
Madagascar,2022,MDG,30437261.0,38602188321.0,0.0,0.0,0.03,,2.64,544.343,,
Madagascar,2023,MDG,31195937.0,,0.0,0.0,0.03,,2.48,532.202,,
Madagascar,2024,MDG,31964960.0,,0.0,0.0,0.03,,2.43,,,
Malaysia,2000,MYS,22967817.0,305803211129.0,0.0,0.0,0.57,0.0,69.9,26659.512,273.374,3.472
Malaysia,2001,MYS,23526535.0,309934494308.0,0.0,0.0,0.57,0.0,75.78,26646.164,295.613,2.964
Malaysia,2002,MYS,24102477.0,329700338274.0,0.0,0.0,0.4,0.0,80.87,27394.982,319.975,2.442
Malaysia,2003,MYS,24679604.0,350966698067.0,0.0,0.0,0.42,0.0,83.31,28984.545,334.793,2.124
Malaysia,2004,MYS,25256773.0,377079435469.0,0.0,0.0,0.58,0.0,96.06,30602.789,351.007,2.19
Malaysia,2005,MYS,25836075.0,399781035415.0,0.0,0.0,0.59,0.0,98.75,32374.299,363.537,2.155
Malaysia,2006,MYS,26417909.0,426608936099.0,2.723,0.072,0.62,0.009,103.99,31993.541,351.689,2.242
Malaysia,2007,MYS,26998383.0,458125848157.0,13.324,0.36,0.76,0.04,108.55,33389.027,374.984,2.063
Malaysia,2008,MYS,27570052.0,485245105845.0,17.894,0.493,0.8,0.053,113.83,33899.559,360.452,2.527
Malaysia,2009,MYS,28124779.0,483081319364.0,1.827,0.051,1.39,0.006,116.11,32186.479,357.81,2.488
Malaysia,2010,MYS,28655772.0,525056610488.0,1.793,0.051,1.26,0.006,125.04,32635.191,361.475,2.202
Malaysia,2011,MYS,29162034.0,557469657636.0,0.0,0.0,1.54,0.0,127.07,32616.752,369.182,2.703
Malaysia,2012,MYS,29662835.0,587985572583.0,45.058,1.337,1.5,0.129,134.08,35083.586,404.422,2.877
Malaysia,2013,MYS,30174269.0,615585637854.0,72.412,2.185,1.1,0.201,140.97,36091.805,430.01,3.328
Malaysia,2014,MYS,30696133.0,652563833807.0,113.587,3.487,0.69,0.318,147.47,35757.457,429.458,3.679
Malaysia,2015,MYS,31232796.0,685237676618.0,144.753,4.521,0.75,0.406,150.11,35686.035,398.729,3.849
Malaysia,2016,MYS,31789692.0,715730748101.0,142.217,4.521,0.76,0.387,156.65,36876.836,443.145,4.961
Malaysia,2017,MYS,32355642.0,757336192678.0,136.138,4.405,0.76,0.372,160.64,36732.113,417.474,6.312
Malaysia,2018,MYS,32910963.0,794013962862.0,153.97,5.067,1.35,0.42,170.58,36769.809,423.708,6.332
Malaysia,2019,MYS,33440590.0,829053844392.0,225.211,7.531,1.14,0.609,178.5,37119.496,460.362,6.431
Malaysia,2020,MYS,33889554.0,783174020832.0,271.269,9.193,1.23,0.771,174.01,35317.523,382.432,7.175
Malaysia,2021,MYS,34282404.0,807389756202.0,280.365,9.612,1.23,0.771,175.21,36500.762,371.007,7.646
Malaysia,2022,MYS,34695494.0,877584198429.0,399.629,13.865,1.23,1.027,183.63,39068.727,449.954,7.833
Malaysia,2023,MYS,35126295.0,,437.218,15.358,1.23,1.164,187.8,37724.605,488.648,8.117
Malaysia,2024,MYS,35557670.0,,475.458,16.906,1.71,1.228,198.12,38865.867,499.9,8.282
Mexico,2000,MEX,98625553.0,1241194674661.0,9.21,0.908,6.36,0.054,203.62,17198.152,1120.538,6.665
Mexico,2001,MEX,100099101.0,1251502726420.0,9.243,0.925,6.25,0.055,210.22,16786.094,1107.69,5.91
Mexico,2002,MEX,101548627.0,1275458026881.0,8.541,0.867,6.07,0.05,215.73,16948.551,1052.222,5.125
Mexico,2003,MEX,102978517.0,1306677417369.0,8.313,0.856,6.95,0.049,224.9,16915.814,1086.206,4.41
Mexico,2004,MEX,104394131.0,1373060298988.0,8.366,0.873,7.26,0.047,235.39,17662.844,1138.656,4.989
Mexico,2005,MEX,105811504.0,1427140428046.0,9.164,0.97,8.14,0.048,247.97,19092.096,1226.796,5.005
Mexico,2006,MEX,107253666.0,1510732401129.0,9.226,0.99,7.49,0.048,256.25,19108.301,1185.092,5.178
Mexico,2007,MEX,108774356.0,1572479287017.0,8.73,0.95,8.25,0.046,263.26,19017.145,1236.532,4.846
Mexico,2008,MEX,110374286.0,1607479004533.0,8.904,0.983,7.9,0.046,269.29,19512.02,1275.995,6.043
Mexico,2009,MEX,111999720.0,1543820957956.0,9.475,1.061,7.55,0.05,267.76,18904.01,1219.6,4.559
Mexico,2010,MEX,113623898.0,1638271507559.0,9.776,1.111,8.0,0.052,275.57,18706.043,1171.315,5.953
Mexico,2011,MEX,115243503.0,1716088331953.0,8.907,1.026,7.97,0.046,292.15,19279.93,1188.146,5.602
Mexico,2012,MEX,116818208.0,1774999946047.0,10.188,1.19,7.45,0.053,296.39,19191.277,1213.666,5.194
Mexico,2013,MEX,118343572.0,1803059285337.0,10.042,1.188,7.87,0.053,297.12,18952.084,1175.109,4.834
Mexico,2014,MEX,119784265.0,1854551091374.0,15.337,1.837,8.1,0.083,303.33,18621.592,1121.491,6.426
Mexico,2015,MEX,121072310.0,1916008739051.0,16.137,1.954,8.4,0.089,310.36,18215.734,1087.805,5.862
Mexico,2016,MEX,122251344.0,1961906742138.0,16.935,2.07,8.32,0.091,320.35,18618.848,1117.682,5.731
Mexico,2017,MEX,123400052.0,2007719438156.0,17.722,2.187,8.09,0.094,329.09,18879.297,1090.648,5.77
Mexico,2018,MEX,124573713.0,2051539127317.0,19.598,2.441,7.36,0.107,349.29,18337.242,1021.472,6.343
Mexico,2019,MEX,125762978.0,2047701179708.0,21.437,2.696,7.21,0.12,344.57,17971.641,974.052,6.641
Mexico,2020,MEX,126799053.0,1880176557054.0,23.269,2.95,7.01,0.143,325.73,16329.474,838.945,8.668
Mexico,2021,MEX,127648151.0,1973141022977.0,19.888,2.539,6.11,0.116,328.59,17223.479,956.651,9.538
Mexico,2022,MEX,128613116.0,2033437602787.0,21.169,2.723,6.7,0.119,340.15,17858.697,1048.408,9.243
Mexico,2023,MEX,129739761.0,,21.654,2.809,6.63,0.123,351.7,17682.662,991.904,7.928
Mexico,2024,MEX,130861001.0,,21.571,2.823,5.99,0.123,355.18,17653.777,1000.66,8.251
Mongolia,2000,MNG,2455182.0,7225650413.0,0.0,0.0,0.0,,2.9,6921.876,,
Mongolia,2001,MNG,2477704.0,7799420655.0,0.0,0.0,0.0,,2.97,6804.768,,
Mongolia,2002,MNG,2500074.0,8569503317.0,0.0,0.0,0.0,,3.09,7188.687,,
Mongolia,2003,MNG,2521809.0,9616040556.0,0.0,0.0,0.0,,3.11,7071.168,,
Mongolia,2004,MNG,2542801.0,11156311740.0,0.0,0.0,0.0,,3.28,7747.934,,
Mongolia,2005,MNG,2563466.0,12547451302.0,0.0,0.0,0.0,,3.4,7940.083,,
Mongolia,2006,MNG,2584761.0,14288905306.0,0.0,0.0,0.0,,3.53,8309.95,,
Mongolia,2007,MNG,2607976.0,16520107221.0,0.0,0.0,0.0,,3.71,9135.48,,
Mongolia,2008,MNG,2634431.0,18865759800.0,0.0,0.0,0.0,,4.0,9536.326,,
Mongolia,2009,MNG,2665333.0,19534582355.0,0.0,0.0,0.0,,4.04,9992.191,,
Mongolia,2010,MNG,2701739.0,21791068014.0,0.0,0.0,0.0,,4.32,12244.189,,
Mongolia,2011,MNG,2745183.0,26811268000.0,0.0,0.0,0.0,,4.54,12809.284,,
Mongolia,2012,MNG,2795463.0,30114910000.0,0.0,0.0,0.0,,4.81,14956.306,,
Mongolia,2013,MNG,2851887.0,33619040000.0,0.0,0.0,0.0,,5.02,16651.838,,
Mongolia,2014,MNG,2913041.0,36271699000.0,0.0,0.0,0.0,,5.38,16812.264,,
Mongolia,2015,MNG,2976528.0,37107214000.0,0.0,0.0,0.0,,5.51,15730.632,,
Mongolia,2016,MNG,3040815.0,37322351698.0,0.0,0.0,0.0,,5.67,15564.2,,
Mongolia,2017,MNG,3104371.0,39053686549.0,0.0,0.0,0.0,,6.03,16759.918,,
Mongolia,2018,MNG,3167714.0,41646694213.0,0.0,0.0,0.0,,6.57,17967.139,,
Mongolia,2019,MNG,3232118.0,43979841080.0,0.0,0.0,0.0,,6.94,19338.586,,
Mongolia,2020,MNG,3290786.0,41975349786.0,0.0,0.0,0.0,,6.64,18992.549,,
Mongolia,2021,MNG,3339676.0,42662390805.0,0.0,0.0,0.0,,7.44,18217.949,,
Mongolia,2022,MNG,3386015.0,44809463232.0,0.0,0.0,0.0,,7.75,15471.304,,
Mongolia,2023,MNG,3431938.0,,0.0,0.0,0.0,,8.29,19674.547,,
Mongolia,2024,MNG,3475541.0,,0.0,0.0,0.0,,8.82,,,
Morocco,2000,MAR,28423439.0,136639290851.0,0.0,0.0,0.0,0.0,13.7,4132.624,83.483,1.851
Morocco,2001,MAR,28814646.0,146692867628.0,0.0,0.0,0.0,0.0,15.6,4404.2,83.637,2.328
Morocco,2002,MAR,29198146.0,151385794465.0,0.0,0.0,0.0,0.0,15.1,4455.488,87.036,2.185
Morocco,2003,MAR,29571415.0,160559931983.0,0.0,0.0,0.0,0.0,16.34,4411.36,87.084,3.443
Morocco,2004,MAR,29953021.0,168466885680.0,0.0,0.0,0.0,0.0,17.47,4959.868,100.616,3.273
Morocco,2005,MAR,30358145.0,174390745088.0,0.0,0.0,0.0,0.0,19.26,5314.354,109.334,1.954
Morocco,2006,MAR,30771179.0,188101125607.0,0.0,0.0,0.0,0.0,19.87,5351.266,110.873,1.895
Morocco,2007,MAR,31186468.0,195286744421.0,0.0,0.0,0.0,0.0,19.69,5233.948,115.995,1.927
Morocco,2008,MAR,31606769.0,207385199268.0,0.0,0.0,0.0,0.0,20.35,5699.121,127.884,1.78
Morocco,2009,MAR,32030779.0,216763299753.0,0.0,0.0,0.0,0.0,20.93,5488.149,129.223,4.431
Morocco,2010,MAR,32467009.0,225643836837.0,0.0,0.0,0.0,0.0,22.85,6004.753,143.708,5.532
Morocco,2011,MAR,32912585.0,238103276789.0,0.0,0.0,0.0,0.0,24.36,6220.948,153.339,3.421
Morocco,2012,MAR,33355246.0,245270189355.0,0.0,0.0,0.0,0.0,26.51,6248.547,154.291,2.923
Morocco,2013,MAR,33787573.0,256393198875.0,0.0,0.0,0.0,0.0,26.94,6333.073,156.063,4.796
Morocco,2014,MAR,34204784.0,263251716082.0,0.0,0.0,0.01,0.0,28.08,6344.875,148.685,4.187
Morocco,2015,MAR,34607590.0,274689990243.0,0.0,0.0,0.01,0.0,29.91,6381.802,145.515,5.072
Morocco,2016,MAR,35023459.0,276121131010.0,0.0,0.0,0.01,0.0,30.87,6376.418,149.065,5.258
Morocco,2017,MAR,35446395.0,290087315215.0,0.0,0.0,0.04,0.0,31.94,6595.896,157.804,4.972
Morocco,2018,MAR,35839760.0,298981397583.0,0.0,0.0,0.04,0.0,34.56,6747.087,154.051,6.699
Morocco,2019,MAR,36210907.0,307624970074.0,0.0,0.0,0.04,0.0,40.38,7286.229,156.342,7.11
Morocco,2020,MAR,36584208.0,285515953096.0,0.0,0.0,0.04,0.0,38.8,6625.93,136.38,7.142
Morocco,2021,MAR,36954443.0,308157391278.0,0.0,0.0,0.04,0.0,41.3,7275.982,154.745,7.126
Morocco,2022,MAR,37329068.0,311654947615.0,0.0,0.0,0.04,0.0,41.41,7146.277,159.524,6.616
Morocco,2023,MAR,37712516.0,,0.0,0.0,0.04,0.0,42.46,7189.806,158.349,7.974
Morocco,2024,MAR,38081176.0,,0.0,0.0,0.04,0.0,42.4,7256.846,168.339,8.673
Mozambique,2017,MOZ,28166397.0,28213368238.0,0.0,0.0,0.14,,17.64,2194.465,,
Mozambique,2018,MOZ,29018647.0,29185036688.0,0.0,0.0,0.12,,17.14,1625.51,,
Mozambique,2019,MOZ,29884378.0,29860675429.0,0.0,0.0,0.11,,18.99,1650.032,,
Mozambique,2020,MOZ,30783685.0,29502646219.0,0.0,0.0,0.11,,19.02,1476.798,,
Mozambique,2021,MOZ,31707798.0,30189464161.0,0.0,0.0,0.11,,18.86,1653.995,,
Mozambique,2022,MOZ,32656242.0,31441725629.0,0.0,0.0,0.13,,19.56,1720.951,,
Mozambique,2023,MOZ,33635163.0,,0.0,0.0,0.13,,19.96,1696.658,,
Mozambique,2024,MOZ,34631767.0,,0.0,0.0,0.13,,19.79,,,
Myanmar,2000,MMR,45290850.0,84093543935.0,0.0,0.0,0.0,,5.1,978.62,,
Myanmar,2001,MMR,45771140.0,92175090616.0,0.0,0.0,0.0,,4.67,889.03,,
Myanmar,2002,MMR,46232656.0,101591501239.0,0.0,0.0,0.0,,5.07,1016.454,,
Myanmar,2003,MMR,46667191.0,113781428684.0,0.0,0.0,0.0,,5.42,1146.096,,
Myanmar,2004,MMR,47068779.0,127115611447.0,0.0,0.0,0.0,,5.61,1195.207,,
Myanmar,2005,MMR,47438362.0,142039114248.0,0.0,0.0,0.0,,6.02,1532.599,,
Myanmar,2006,MMR,47785141.0,158028614076.0,0.0,0.0,0.0,,6.18,1418.06,,
Myanmar,2007,MMR,48125047.0,174123352808.0,0.0,0.0,0.0,,6.4,1519.31,,
Myanmar,2008,MMR,48390790.0,177512910900.0,0.0,0.0,0.0,,6.62,1358.99,,
Myanmar,2009,MMR,48660458.0,183291522878.0,0.0,0.0,0.0,,6.97,1190.134,,
Myanmar,2010,MMR,49024376.0,189724140707.0,0.0,0.0,0.0,,8.62,1228.715,,
Myanmar,2011,MMR,49419825.0,197359087812.0,0.0,0.0,0.0,,10.43,1239.859,,
Myanmar,2012,MMR,49837451.0,210159799971.0,0.0,0.0,0.19,,11.16,1518.668,,
Myanmar,2013,MMR,50262658.0,226760324221.0,0.0,0.0,0.21,,12.46,1748.04,,
Myanmar,2014,MMR,50681635.0,245354667120.0,0.0,0.0,0.22,,14.39,2079.958,,
Myanmar,2015,MMR,51089060.0,263690038660.0,0.0,0.0,0.21,,16.2,1894.966,,
Myanmar,2016,MMR,51495701.0,280587266112.0,0.0,0.0,0.21,,18.12,2201.666,,
Myanmar,2017,MMR,51894939.0,296721043920.0,0.0,0.0,0.23,,21.04,2868.16,,
Myanmar,2018,MMR,52272250.0,315726037240.0,0.0,0.0,0.25,,21.64,2971.094,,
Myanmar,2019,MMR,52640718.0,337037542855.0,0.0,0.0,0.26,,19.32,2882.835,,
Myanmar,2020,MMR,53016525.0,347785669977.0,0.0,0.0,0.26,,18.78,2892.347,,
Myanmar,2021,MMR,53387103.0,285399881185.0,0.0,0.0,0.26,,19.98,2767.67,,
Myanmar,2022,MMR,53756791.0,291025085135.0,0.0,0.0,0.27,,23.25,2488.871,,
Myanmar,2023,MMR,54133800.0,,0.0,0.0,0.27,,21.1,2457.113,,
Myanmar,2024,MMR,54500086.0,,0.0,0.0,0.27,,21.71,,,
Netherlands,2000,NLD,16058757.0,603803040978.0,0.0,0.0,1.99,0.0,88.06,62695.977,486.182,0.895
Netherlands,2001,NLD,16182705.0,620170874924.0,0.0,0.0,2.35,0.0,92.14,64609.547,509.719,0.958
Netherlands,2002,NLD,16288060.0,624424625610.0,0.0,0.0,2.9,0.0,94.64,64222.574,512.051,1.15
Netherlands,2003,NLD,16366914.0,629811489833.0,0.0,0.0,2.54,0.0,95.47,64341.766,512.808,1.124
Netherlands,2004,NLD,16425562.0,646331449347.0,0.0,0.0,3.31,0.0,99.82,66283.531,536.421,1.452
Netherlands,2005,NLD,16465707.0,664118269501.0,0.0,0.0,5.26,0.0,98.53,67549.0,569.423,2.013
Netherlands,2006,NLD,16493851.0,691453801614.0,28.216,0.465,5.17,0.043,97.52,66059.516,567.073,2.24
Netherlands,2007,NLD,16531360.0,721200009128.0,229.792,3.799,4.0,0.343,103.68,66995.336,583.52,2.341
Netherlands,2008,NLD,16597259.0,737705013303.0,198.818,3.3,5.13,0.302,106.21,65937.922,554.876,2.817
Netherlands,2009,NLD,16684148.0,713986817901.0,258.902,4.32,6.11,0.401,112.35,64689.609,530.078,3.323
Netherlands,2010,NLD,16771232.0,728193221597.0,157.899,2.648,7.04,0.226,118.1,69801.117,568.002,3.039
Netherlands,2011,NLD,16851061.0,744614396708.0,220.985,3.724,7.06,0.334,112.64,66173.398,567.43,3.546
Netherlands,2012,NLD,16915191.0,736942199791.0,229.55,3.883,7.2,0.355,102.27,64776.062,555.907,3.67
Netherlands,2013,NLD,16967066.0,735982982299.0,218.384,3.705,5.95,0.349,100.56,62644.008,529.226,3.61
Netherlands,2014,NLD,17030085.0,746458868661.0,255.368,4.349,5.01,0.429,102.1,59678.543,518.625,3.651
Netherlands,2015,NLD,17107429.0,761083250759.0,217.494,3.721,4.94,0.363,108.99,60001.301,506.331,4.031
Netherlands,2016,NLD,17204693.0,777764090323.0,172.908,2.975,4.91,0.286,113.96,60683.609,517.879,4.139
Netherlands,2017,NLD,17315376.0,800404023156.0,222.208,3.848,4.6,0.367,116.04,60761.145,520.684,4.795
Netherlands,2018,NLD,17421285.0,819300805024.0,371.2,6.467,4.55,0.632,113.1,58901.457,506.277,5.505
Netherlands,2019,NLD,17537505.0,835323029559.0,460.773,8.081,5.82,0.794,120.05,58248.688,493.692,6.709
Netherlands,2020,NLD,17636732.0,802861622095.0,524.89,9.257,8.84,0.94,121.96,56095.609,469.743,9.735
Netherlands,2021,NLD,17730565.0,841906706612.0,524.759,9.304,10.92,0.922,120.89,57247.258,470.535,11.483
Netherlands,2022,NLD,17904421.0,879609110665.0,663.383,11.877,9.82,1.254,119.96,53288.391,460.971,14.417
Netherlands,2023,NLD,18092526.0,,616.985,11.163,7.64,1.199,119.96,51949.645,463.736,16.63
Netherlands,2024,NLD,18228740.0,,516.052,9.407,6.68,1.025,122.33,50824.402,432.999,18.119
Netherlands Antilles,2000,ANT,178219.0,,0.0,0.0,,,,306620.938,,
Netherlands Antilles,2001,ANT,177940.0,,0.0,0.0,,,,315762.594,,
Netherlands Antilles,2002,ANT,178514.0,,0.0,0.0,,,,306022.25,,
Netherlands Antilles,2003,ANT,179829.0,,0.0,0.0,,,,301655.406,,
Netherlands Antilles,2004,ANT,181695.0,,0.0,0.0,,,,309793.688,,
Netherlands Antilles,2005,ANT,183927.0,,0.0,0.0,,,,317213.719,,
